"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"8179","DBShop(#10)","系统管理模块(#154)",""," 对电子邮件提醒设置中的交易完成进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择交易完成，选择发给管理员,点击保存提醒设置
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择交易完成，选择发给买家,点击保存提醒设置
3. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择交易完成，选择发给管理员和买家,点击保存提醒设置
","1. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8173","DBShop(#10)","系统管理模块(#154)","","验证存储方式设置要求（在附件设置中）","登录状态下","1. 点击系统管理——点击附件设置——点击存储方式——商品图片选择本地存储——图片动态宽度点击“点击插件安装”——点击保存附件设置
2. 点击系统管理——点击附件设置——点击存储方式——商品图片选择七牛云存储——点击保存附件设置
","1. 提示“附件设置保存成功”
2. 提示“附件设置保存成功”
","","","1","功能测试","","正常","0","1","2","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-03","2","",""
"8171","DBShop(#10)","系统管理模块(#154)",""," 对电子邮件提醒设置中的取消订单进行验证","","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择取消订单，选择发给管理员,点击保存提醒设置
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择取消订单，选择发给买家,点击保存提醒设置
3. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择取消订单，选择发给管理员和买家,点击保存提醒设置
","1. 
提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 
提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 
提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8170","DBShop(#10)","系统管理模块(#154)","","验证水印设置要求（在附件设置中）","登录状态下","1. 点击系统管理——点击附件设置——点击水印设置——水印设置状态选择关闭——点击保存附件设置
2. 点击系统管理——点击附件设置——点击水印设置——水印设置状态选择开启——水印设置类型“图片”——水印图片宽度“50”，高度‘30’，透明度“30”，水印图片位置：顶部居左——点击保存附件设置
3. 点击系统管理——点击附件设置——点击水印设置——水印设置状态选择开启——水印设置类型“文字”——水印文字大小改为6——点击保存附件设置
","1. 提示“附件设置保存成功”
2. 提示“附件设置保存成功”
3. 提示“系统设置保存成功”
","","","1","功能测试","","正常","0","1","3","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-05","4","",""
"8164","DBShop(#10)","系统管理模块(#154)",""," 对电子邮件提醒设置中的发货完成进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择发货完成，选择发给管理员,点击保存提醒设置
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择发货完成，选择发给买家,点击保存提醒设置
3. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择发货完成，选择发给管理员和买家,点击保存提醒设置

","1. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","宋晓倩","2018-11-27","2","",""
"8159","DBShop(#10)","系统管理模块(#154)","","验证商品图片设置要求（在附件设置中）","登录状态下","1. 点击系统管理——点击附件设置——点击商品图片——缩微图宽度空不填写——图片添加水印勾选——图片命名方式“图片原始名称”———点击保存附件设置
2. 点击系统管理——点击附件设置——点击商品图片——缩微图宽度400——图片添加水印勾选——图片命名方式“图片原始名称”———点击保存附件设置
3. 点击系统管理——点击附件设置——点击商品图片——缩微图宽度400——图片添加水印不勾选——图片命名方式“图片原始名称”———点击保存附件设置
4. 点击系统管理——点击附件设置——点击商品图片——缩微图宽度400——图片添加水印勾选——图片命名方式“图片随机命名”———点击保存附件设置
","1. 提示“附件设置保存成功”
2. 提示“附件设置保存成功”
3. 提示“附件设置保存成功”
4. 提示“附件设置保存成功”
","","","1","功能测试","","正常","0","1","4","通过","孟雨轩","2018-11-27","孟雨轩","2018-12-04","4","",""
"8151","DBShop(#10)","/(#0)","","验证基本设置要求（在附件设置中）","登录状态下","1. 点击系统管理——点击附件设置——点击基本设置——图片附件最大尺寸设置为3000——图片附件允许上传类型勾选jpg——点击保存附件设置
2. 点击系统管理——点击附件设置——点击基本设置——图片附件最大尺寸设置为2000——图片附件允许上传类型不勾选——点击保存附件设置
","1. 提示“附件设置保存成功”
2. 提示“附件设置保存成功”
","","","1","功能测试","","正常","0","0","2","","孟雨轩","2018-11-27","孟雨轩","2018-12-03","3","",""
"8137","DBShop(#10)","系统管理模块(#154)",""," 对电子邮件提醒设置中的付款完成进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，点击付款完成，选择发给管理员,点击保存提醒设置
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，点击付款完成，选择发给买家,点击保存提醒设置
3. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，点击付款完成，选择发给管理员和买家,点击保存提醒设置
","1. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-27","","0000-00-00","1","",""
"8110","DBShop(#10)","系统管理模块(#154)","","对电子邮件提醒设置中的提交订单进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理，选择消息提醒设置中的电子邮件提醒设置，点击提交订单，选择发给管理员,点击保存提醒设置
2. 点击系统管理，选择消息提醒设置中的电子邮件提醒设置，点击提交订单，选择发给买家,点击保存提醒设置
3. 点击系统管理，选择消息提醒设置中的电子邮件提醒设置，点击提交订单，选择发给管理员和买家,点击保存提醒设置
","1. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
2. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
3. 提示“邮件提醒设置保存成功！”,跳转页面到基本信息
","","","3","功能测试","","正常","0","1","3","通过","宋晓倩","2018-11-26","宋晓倩","2018-12-05","3","",""
"8107","DBShop(#10)","系统管理模块(#154)","","对电子邮件提醒设置中的基本信息进行验证","在登录DBShop管理后台情况下 ","1. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择基本信息，直接保存提醒设置 
2. 点击系统管理中的消息提醒设置，选择电子邮件提醒设置，选择基本信息，添加管理员接收邮箱2“admin@qq.com”，点击保存提醒设置 
","1. 提示“邮件提醒设置保存成功！”
2. 提示“邮件提醒设置保存成功！”
","","","3","功能测试","","正常","0","1","2","通过","宋晓倩","2018-11-26","宋晓倩","2018-11-27","2","",""
"8105","DBShop(#10)","系统管理模块(#154)","","验证cdn图片加速设置要求（性能优化中）","登录状态下","1. 点击系统管理——点击性能优化——点击cdn图片加速——cdn加速状态选择关闭——前加速域名填写后末尾+“/”——点击保存系统设置
2. 点击系统管理——点击性能优化——点击cdn图片加速——cdn加速状态选择关闭——前加速域名填写正确——点击保存系统设置
3. 点击系统管理——点击性能优化——点击cdn图片加速——cdn加速状态选择开启——前加速域名填写正确——点击保存系统设置
4. 点击系统管理——点击性能优化——点击cdn图片加速——cdn加速状态选择开启——前加速域名填写后末尾+“/”——点击保存系统设置
","1. 提示“关闭后不填写”
2. 提示“关闭后不填写”
3. 提示“性能优化设置保存成功”
4. 提示“域名结尾无需添加 / ”
","1. 提示“性能优化设置保存成功！”
2. 提示“性能优化设置保存成功！”
3. 
4. 性能优化设置保存成功！
","","1","功能测试","","正常","1","1","4","失败","孟雨轩","2018-11-26","孟雨轩","2018-12-04","4","",""
